Título;ISSN impresa;ISSN en linea;Instituto/Editorial;NBRA;URL_NBRA;DOAJ;URL_DOAJ;Latindex;URL_Latindex;Redalyc;URL_Redalyc;Scimago;URL_Scimago;Scielo;URL_Scielo;WoS;URL_WoS;Biblat;URL_Biblat;Dialnet;URL_Dialnet
Revista de la Facultad de Ciencias Económicas (Mendoza);0041-8668;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-la-facultad-de-ciencias-economicas-mendoza/articulo/analisis-del-dinamismo-funcional-del-profesor-universitario;false;null
Revista de la Facultad de Ciencias Médicas;0014-6722;1853-0605;Secretaría de Ciencia y Tecnología, Facultad de Ciencias Médicas, Universidad Nacional de Córdoba;true;https://www.caicyt-conicet.gov.ar/sitio/revista-de-la-facultad-de-ciencias-medicas-de-cordoba/;true;https://doaj.org/toc/1853-0605;true;https://www.latindex.org/latindex/ficha/14728;false;null;true;https://www.scimagojr.com/journalsearch.php?q=20274&tip=sid&clean=0;false;null;false;null;false;null;false;null
Revista de la Facultad de Odontología - Universidad Nacional de Córdoba;0325-1071;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-la-facultad-de-odontologia-universidad-nacional-de-cordoba/articulo/aspectos-morfohistoquimicos-de-la-induccion-epitelio-mesenquima-en-la-organogenesis-dental;false;null
Revista de la Facultad de Odontología ( Universidad de Buenos Aires );0326-632X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=17606
Revista de la Facultad de Odontología: (UNNE);1668-7280;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27405
Revista de la Facultad de Odontología.;;2545-7594;Universidad Nacional de Córdoba;false;null;false;null;true;https://www.latindex.org/latindex/ficha/25438;false;null;false;null;false;null;false;null;false;null;false;null
Revista de la Facultad de Odontología.;;2683-7986;Universidad Nacional del Nordeste, Facultad de Odontología (FOUNE);false;null;false;null;true;https://www.latindex.org/latindex/ficha/27153;false;null;false;null;false;null;false;null;false;null;false;null
Revista de la Facultad de Odontología. Universidad de Buenos Aires (En línea);;1668-8538;Facultad de Odontología Universidad de Buos Aires;true;https://www.caicyt-conicet.gov.ar/sitio/revista-de-la-facultad-de-odontologia-universidad-de-buenos-aires-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/26700;false;null;false;null;false;null;false;null;false;null;false;null
Revista de la Federacion Argentina de Cardiologia;1666-5694;0326-646X;Federacion Argentina de Cardiologia;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100218035&tip=sid&clean=0;false;null;false;null;false;null;false;null
Revista de la Red de Intercátedras de Historia de América Latina Contemporánea;;2250-7264;Universidad Nacional de Córdoba, Facultad de Filosofía, Escuela de Historia de América;false;null;true;https://doaj.org/toc/2250-7264;true;https://www.latindex.org/latindex/ficha/22912;false;null;false;null;false;null;false;null;false;null;false;null
Revista de la Sociedad Argentina de Biología;0037-8380;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-la-sociedad-argentina-de-biologia/articulo/accion-central-y-periferica-de-las-dosis-bajas-y-altas-de-clonidina-sobre-la-presion-arterial-del-perro;false;null
Revista de la Sociedad Argentina de Diabetes;0325-5247;2346-9420;Sociedad Argentina de Diabetes;true;https://www.caicyt-conicet.gov.ar/sitio/revista-de-la-sociedad-argentina-de-diabetes-en-linea/;true;https://doaj.org/toc/2346-9420;true;https://www.latindex.org/latindex/ficha/26406;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101192895&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2346-9420&lng=es&nrm=iso;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26858
Revista de la Sociedad Argentina de Endocrinología Ginecológica y Reproductiva;;2469-0252;Sociedad Argentina de Endocrinología Ginecológica y Reproductiva;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28947;false;null;false;null;false;null;false;null;false;null;false;null
Revista de la Sociedad de Obstetricia y Ginecología de Buenos Aires;0037-8542;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-la-sociedad-de-obstetricia-y-ginecologia-de-buenos-aires/articulo/embarazo-prolongado;false;null
Revista de la Sociedad Entomologica Argentina;1851-7471;0373-5680;Sociedad Entomologica Argentina;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101017497&tip=sid&clean=0;false;null;false;null;false;null;false;null
Revista de la Union Matematica Argentina;1669-9637;0041-6932;Union Matematica Argentina;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=19900191818&tip=sid&clean=0;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=8232
Revista de la Universidad Nacional del Centro de la Provincia de Buenos Aires;0325-4860;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-la-universidad-nacional-del-centro-de-la-provincia-de-buenos-aires/articulo/amadasi-e-et-al-estructura-y-dinamica-de-la-poblacion-evolucion-economica-y-empleo-en-el-partido-de-tandil-buenos-aires-universidad-nacional-del-centro-de-la-provincia-de-buenos-aires-1981;false;null
Revista de lengua y literatura;;2408-4646;Universidad Nacional del Comahue, Facultad de Humanidades, Departamento de Letras;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28040;false;null;false;null;false;null;false;null;false;null;false;null
Revista de literaturas modernas.;;2683-8389;Instituto de Literaturas Modernas, Facultad de Filosofía y Letras, Universidad Nacional de Cuyo;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27667;false;null;false;null;false;null;false;null;false;null;false;null
Revista de Medicina Veterinaria;;1852-771X;Sociedad de Medicina Veterinaria;false;null;false;null;true;https://www.latindex.org/latindex/ficha/19719;false;null;false;null;false;null;false;null;false;null;false;null
REVISTA DE NEFROLOGIA DIALISIS Y TRASPLANTE;0326-3428;2346-8548;ASOC REGIONAL DIALISIS TRASPLANTES RENALES , GASCON 88, BUENOS AIRES, ARGENTINA, C1181ABB;true;https://www.caicyt-conicet.gov.ar/sitio/revista-de-nefrologia-dialisis-y-transplante/;true;https://doaj.org/toc/2346-8548;true;https://www.latindex.org/latindex/ficha/24886;true;https://www.redalyc.org/revista.oa?id=5642&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2346-8548&lng=es&nrm=iso;true;null;true;https://biblat.unam.mx/es/revista/revista-de-nefrologia-dialisis-y-transplante/articulo/biopsia-renal-en-el-adulto-mayor;false;null
Revista de oxigenoterapia hiperbárica;0326-6761;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-oxigenoterapia-hiperbarica/articulo/barotraumatismos;false;null
Revista de psicoanálisis;0034-8740;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-psicoanalisis/articulo/acerca-de-la-identificacion-y-la-adopcion-34-congreso-internacional-de-psicoanalisis-hamburgo-rfa-julio-1985;true;https://dialnet.unirioja.es/servlet/revista?codigo=17499
Revista de psicología;1669-2438;2469-2050;Departamento de Psicología, Facultad de Psicología y Psicopedagogía, Pontificia Universidad Católica Argentina;true;https://www.caicyt-conicet.gov.ar/sitio/revista-de-psicologia/;true;https://doaj.org/toc/2469-2050;true;https://www.latindex.org/latindex/ficha/28006;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2469-2050&lng=es&nrm=iso;false;null;false;null;false;null
Revista de psicología;2422-572X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-psicologia/articulo/continuidad-de-los-vinculos-familiares-impacto-de-las-resoluciones-judiciales-en-violencia-familiar;true;https://dialnet.unirioja.es/servlet/revista?codigo=18039
Revista de responsabilidad civil y seguros: publicación mensual de doctrina, jurisprudencia y legislación;1666-4590;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=9141
Revista de Salud Pública;1853-1180;1852-9429;Escuela de Salud Pública (Facultad de Ciencias Médicas);true;https://www.caicyt-conicet.gov.ar/sitio/revista-de-salud-publica-cordoba/;true;https://doaj.org/toc/1852-9429;false;null;false;null;false;null;false;null;true;null;false;null;false;null
Revista de seguridad social;0325-4852;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-de-seguridad-social/articulo/argentina-legislacion-nacional;false;null
REVISTA DE TRANSPORTE Y TERRITORIO;1852-7175;;UNIV BUENOS AIRES, INST GEOGRAFIA , PUAN 480 PISO 4, BUENOS AIRES, ARGENTINA, 1406;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=15963
Revista debate público;;1853-6654;Universidad de Buenos Aires, Facultad de Ciencias Sociales, Carrera de Trabajo Social;false;null;false;null;true;https://www.latindex.org/latindex/ficha/15141;false;null;false;null;false;null;false;null;false;null;false;null
Revista del CEI. Comercio Exterior e Integración;1850-1737;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=18909
Revista del Centro de Estudios de Sociología del Trabajo;1852-4648;1852-494X;Universidad de Buenos Aires, Facultad de Ciencias Económicas, Centro de Estudios de Sociología del Trabajo;true;https://www.caicyt-conicet.gov.ar/sitio/revista-del-centro-de-estudios-de-sociologia-del-trabajo/;false;null;true;https://www.latindex.org/latindex/ficha/15158;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27962
Revista del Círculo Odontológico de Rosario;0009-7357;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-circulo-odontologico-de-rosario/articulo/periodoncia-mito-o-realidad-cotidiana;false;null
Revista del CISEN;;2344-9594;Universidad Nacional de Salta, Centro de Investigaciones Sociales y Educativas del Norte Argentino;false;null;true;https://doaj.org/toc/2344-9594;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Revista del derecho comercial y de las obligaciones;0556-6428;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-derecho-comercial-y-de-las-obligaciones/articulo/diversas-soluciones-sobre-la-remuneracion-del-sindico-por-la-atencion-de-incidentes-del-juicio-concursal;false;null
Revista del derecho industrial;0327-4039;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-derecho-industrial/articulo/defensa-de-la-competencia-en-el-mercosur;false;null
Revista del Hospital de Niños;0521-517X;2314-1239;Hospital de Niños Ricardo Gutiérrez;false;null;true;https://doaj.org/toc/2314-1239;true;https://www.latindex.org/latindex/ficha/15212;false;null;false;null;false;null;false;null;false;null;false;null
Revista del Hospital Italiano de Buenos Aires;;2314-3312;Universidad Hospital Italiano de Buenos Aires;false;null;true;https://doaj.org/toc/2314-3312;true;https://www.latindex.org/latindex/ficha/23448;false;null;false;null;false;null;false;null;false;null;false;null
Revista del Hospital Materno Infantil Ramón Sardá;;1514-9838;Hospital Materno Infantil Ramón Sardá;false;null;false;null;false;null;true;https://www.redalyc.org/revista.oa?id=912&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Revista del IICE;0327-7763;2451-5434;Instituto de Investigaciones en Ciencias de la Educación-FFYL-UBA;true;https://www.caicyt-conicet.gov.ar/sitio/revista-del-iice-ciudad-autonoma-de-buenos-aires-en-linea/;true;https://doaj.org/toc/2451-5434;true;https://www.latindex.org/latindex/ficha/24903;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28338
Revista del Instituto de Historia Antigua Oriental "Dr. Abraham Rosenvasser".;;2683-9660;Universidad de Buenos Aires, Facultad de Filosofía y Letras;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27141;false;null;false;null;false;null;false;null;false;null;false;null
Revista del Instituto de Investigación Musicológica Carlos Vega: Publicación de la facultad de Artes y Ciencias Musicales de la Universidad Católica Argentina;1515-050X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=21864
Revista del Instituto de Investigaciones en Educación;;1853-1393;Instituto de Investigaciones en Educación UNNE;false;null;true;https://doaj.org/toc/1853-1393;true;https://www.latindex.org/latindex/ficha/25687;false;null;false;null;false;null;false;null;false;null;false;null
Revista del Instituto Internacional de Costos;2718-8507;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28361
Revista del Instituto Superior de Música;1666-7603;2362-3322;Universidad Nacional del Litoral;true;https://www.caicyt-conicet.gov.ar/sitio/revista-del-instituto-superior-de-musica-en-linea/;true;https://doaj.org/toc/2362-3322;true;https://www.latindex.org/latindex/ficha/27658;false;null;false;null;false;null;false;null;false;null;false;null
Revista del Museo Argentino de Ciencias Naturales;1514-5158;1853-0400;Museo Argentino de Ciencias Naturales Bernardino Rivadavia e Instituto Nacional de Investigación de las Ciencias Naturales;true;https://www.caicyt-conicet.gov.ar/sitio/revista-del-museo-argentino-de-ciencias-naturales/;true;https://doaj.org/toc/1853-0400;true;https://www.latindex.org/latindex/ficha/15285;false;null;true;https://www.scimagojr.com/journalsearch.php?q=19700171103&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-0400&lng=es&nrm=iso;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-1999/articulo/acromyrmex-mayr-hymenoptera-formicidae-myrmicinae-patrones-de-distribucion-de-las-especies-en-la-provincia-de-buenos-aires-argentina;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Botánica;0376-2793;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-botanica/articulo/anatomia-foliar-de-bredemeyera-microphylla-polygalaceae;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Ecología;0524-9481;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-ecologia/articulo/estimaciones-sobre-morfometria-y-crecimiento-de-la-iguana-colorada-tupinambis-rufescens-sauria-teiidae-en-la-argentina;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Entomología;0524-949X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-entomologia/articulo/insectos-de-interes-forense-de-buenos-aires-argentina-primera-lista-ilustrada-y-datos-bionomicos;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Geología;0027-3880;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-geologia/articulo/hidroboracita-cao-mgo-b2o3-6-h2o-del-distrito-de-sijes-salta-argentina;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Hidrobiología;0524-9503;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-hidrobiologia/articulo/alimentacion-de-trichomycterus-corduvense-weyenbergh-1879-teleosteitrichomycteridae-en-dos-rios-serranos-de-san-luis-argentina;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Paleontología;0524-9511;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-paleontologia/articulo/los-vertebrados-fosiles-de-la-formacion-rio-colorado-de-la-ciudad-de-neuquen-y-cercanias-cretacico-superior-argentina;false;null
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Zoología;0373-9066;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-zoologia/articulo/lista-de-los-peces-actuales-depositados-en-el-museo-de-ciencias-naturales-bernardino-rivadavia;false;null
Revista del Museo de Antropologia;1852-060X;1852-4826;Museo de Antropología, Facultad de Filosofía y Humanidades, Universidad Nacional de Córdoba;true;https://www.caicyt-conicet.gov.ar/sitio/revista-del-museo-de-antropologia/;true;https://doaj.org/toc/1852-4826;true;https://www.latindex.org/latindex/ficha/15289;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4826&lng=es&nrm=iso;false;null;false;null;false;null
Revista del Museo de La Plata;2545-6369;2545-6377;Universidad Nacional de La Plata, Facultad de Ciencias Naturales y Museo;false;null;true;https://doaj.org/toc/2545-6377;true;https://www.latindex.org/latindex/ficha/23790;false;null;false;null;false;null;false;null;false;null;false;null
Revista del Museo de La Plata. Sección antropología;0376-2149;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-antropologia/articulo/aproximaciones-teorico-metodologica-al-estudio-de-colecciones-etnograficas;false;null
Revista del Museo de La Plata. Sección botánica;0372-4611;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-botanica/articulo/tres-especies-paleotropicales-endemicas-de-genero-marattia-sw;false;null
Revista del Museo de La Plata. Sección geología;0372-462X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-geologia/articulo/geolimnologia-de-los-cuerpos-lenticos-de-la-cuenca-del-arroyo-la-vigilancia-chascomus-provincia-de-buenos-aires;false;null
Revista del Museo de La Plata. Sección paleontología;0373-3823;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-paleontologia/articulo/los-sigmodontinos-mammaliarodentia-de-la-coleccion-ameghino-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-revision-taxonomica;false;null
Revista del Museo de La Plata. Sección zoología;0372-4638;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-zoologia/articulo/determinacion-de-edades-clases-en-poblaciones-de-eisenia-fetida-annelida-lumbricidae-y-sus-implicancias-reprobiologicas;false;null
Revista Derecho del Trabajo;0325-3627;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=21060
Revista derecho y salud;2591-3468;2591-3476;Universidad Blas Pascal;true;https://www.caicyt-conicet.gov.ar/sitio/revista-derecho-y-salud-en-linea/;true;https://doaj.org/toc/2591-3476;true;https://www.latindex.org/latindex/ficha/23960;true;https://www.redalyc.org/revista.oa?id=7320&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Revista derechos en acción;;2525-1686;ReDeA;true;https://www.caicyt-conicet.gov.ar/sitio/revista-derechos-en-accion-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/23971;false;null;false;null;false;null;false;null;false;null;false;null
Revista Derechos en Acción;2525-1678;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26381
Revista digital de políticas lingüísticas;;1853-3256;Universidad Nacional de Córdoba, Facultad de Lenguas;false;null;true;https://doaj.org/toc/1853-3256;true;https://www.latindex.org/latindex/ficha/15338;false;null;false;null;false;null;false;null;false;null;false;null
Revista Digital del Departamento de Ingeniería e Investigaciones Tecnológicas;;2525-1333;Departamento de Ingeniería e Investigaciones Tecnológicas de la Universidad Nacional de La Matanza;false;null;false;null;true;https://www.latindex.org/latindex/ficha/22872;false;null;false;null;false;null;false;null;false;null;false;null
Revista Discusiones;1515-7326;2718-6474;Universidad Nacional del Sur;true;https://www.caicyt-conicet.gov.ar/sitio/revista-discusiones-en-linea/;true;https://doaj.org/toc/2718-6474;true;https://www.latindex.org/latindex/ficha/26476;false;null;false;null;false;null;false;null;false;null;false;null
Revista diversidad de las culturas.;;2718-8310;Universidad Nacional de Jujuy, Universidad Federal de Goiás;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28963;false;null;false;null;false;null;false;null;false;null;false;null
Revista electrónica;;1851-3069;Universidad de Buenos Aires, Facultad de Derecho, Instituto de Investigaciones Jurídicas y Sociales;true;https://www.caicyt-conicet.gov.ar/sitio/revista-electronica-instituto-de-investigaciones-juridicas-y-sociales-ambrosio-l-gioja/;false;null;true;https://www.latindex.org/latindex/ficha/15500;true;https://www.redalyc.org/revista.oa?id=7181&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Revista Electrónica de Derecho Internacional Contemporáneo;2618-3048;2618-303X;Universidad Nacional de La Plata;true;https://www.caicyt-conicet.gov.ar/sitio/revista-electronica-de-derecho-internacional-contemporaneo-en-linea/;true;https://doaj.org/toc/2618-303X;true;https://www.latindex.org/latindex/ficha/25475;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2618-303X&lng=es&nrm=iso;false;null;false;null;false;null
Revista Electrónica de Didáctica en Educación Superior;;1853-3159;Universidad de Buenos Aires, Ciclo Básico Común, Biología para el Tercer Milenio;false;null;true;https://doaj.org/toc/1853-3159;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Revista Electrónica de divulgación de STEM de la Facultad de Ingeniería de la Universidad Nacional de la Patagonia San Juan Bosco;;2683-8648;Universidad Nacional de la Patagonia San Juan Bosco;true;https://www.caicyt-conicet.gov.ar/sitio/revista-electronica-de-divulgacion-de-stem-de-la-facultad-de-ingenieria-de-la-universidad-nacional-de-la-patagonia-san-juan-bosco/;false;null;true;https://www.latindex.org/latindex/ficha/26366;false;null;false;null;false;null;false;null;false;null;false;null
REVISTA ELECTRONICA DE FUENTES Y ARCHIVOS;1853-4503;;CENTRO DE ESTUDIOS HISTORICOS PROF CARLOS S A SEGRETI , CANONIGO M CORRO 308, CORDOBA, ARGENTINA, 00000;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;false;null
Revista electrónica de investigación en educación en ciencias;;1850-6666;Universidad Nacional del Centro de la Provincia de Buenos Aires, Facultad de Ciencias Exactas;true;https://www.caicyt-conicet.gov.ar/sitio/revista-electronica-de-investigacion-en-educacion-en-ciencias/;false;null;true;https://www.latindex.org/latindex/ficha/15518;true;https://www.redalyc.org/revista.oa?id=2733&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-6666&lng=es&nrm=iso;false;null;false;null;false;null
Revista electrónica de la Cátedra Jean Monnet de la Facultad de Derecho de la Universidad de Buenos Aires.;;2346-9196;Centro de Excelencia Jean Monnet Integración Regional & Derechos Humanos de la Facultad de Derecho de la Universidad de Buenos Aires;false;null;false;null;true;https://www.latindex.org/latindex/ficha/25951;false;null;false;null;false;null;false;null;false;null;false;null
Revista electrónica Discurso.org;1666-3519;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=6667
Revista electrotécnica (Buenos Aires);0370-7857;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-electrotecnica-buenos-aires/articulo/ensayo-sintetico-de-interruptores;false;null
Revista enfermería neonatal;;2591-6424;Fundación para la Salud Materno Infantil;true;https://www.caicyt-conicet.gov.ar/sitio/revista-enfermeria-neonatal/;true;https://doaj.org/toc/2591-6424;true;https://www.latindex.org/latindex/ficha/26763;false;null;false;null;false;null;false;null;false;null;false;null
Revista ES;2718-6539;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27837
Revista Escuela de historia;1667-4162;1669-9041;Universidad Nacional de Salta;true;https://www.caicyt-conicet.gov.ar/sitio/revista-escuela-de-historia/;false;null;false;null;true;https://www.redalyc.org/revista.oa?id=638&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Revista estado y políticas públicas;2310-550X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-estado-y-politicas-publicas/articulo/agencializar-es-innovar-la-experiencia-del-gobierno-electronico-en-la-agencia-de-recaudacion-de-la-provincia-de-buenos-aires-arba;false;null
Revista estudios ambientales;;2347-0941;Universidad Nacional del Centro de la Provincia de Buenos Aires, Facultad de Ciencias Humanas, Centro de Investigaciones y Estudios Ambientales;false;null;true;https://doaj.org/toc/2347-0941;true;https://www.latindex.org/latindex/ficha/20693;false;null;false;null;false;null;false;null;false;null;false;null
Revista eurolatinoamericana de derecho administrativo;;2362-583X;Universidad Nacional del Litoral;true;https://www.caicyt-conicet.gov.ar/sitio/revista-eurolatinoamericana-de-derecho-administrativo/;true;https://doaj.org/toc/2362-583X;true;https://www.latindex.org/latindex/ficha/22832;true;https://www.redalyc.org/revista.oa?id=6559&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2362-583X&lng=es&nrm=iso;false;null;false;null;false;null
Revista farmacéutica;0034-9496;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-farmaceutica/articulo/contribuciones-practicas-para-el-estudio-de-las-plantas-medicinales-argentinas;false;null
Revista Hormigón;;2718-9058;Asociación Argentina de Tecnología del Hormigón;true;https://www.caicyt-conicet.gov.ar/sitio/revista-hormigon-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/28398;false;null;false;null;false;null;false;null;false;null;false;null
Revista Iberoamericana de Derecho, Cultura y Ambiente;2953-3554;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28478
REVISTA IBEROAMERICANA DE DIAGNOSTICO Y EVALUACION-E AVALIACAO PSICOLOGICA;2183-6051;;AIDEP , MARIO BRAVO 427 1 C, CAPITAL FEDERAL, BUENOS AIRES, ARGENTINA, C175ASM CPA;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;false;null
Revista Iberoamericana de Justicia Terapéutica;2718-6822;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27925
Revista iberoamericana de la propiedad intelectual;;2422-569X;Universidad Austral (Argentina), Universidad de La Sabana (Colombia), Universidad Panamericana (México).;false;null;true;https://doaj.org/toc/2422-569X;true;https://www.latindex.org/latindex/ficha/22069;false;null;false;null;false;null;false;null;false;null;false;null
Revista iberoamericana de tecnología en educación y educación en tecnología;1851-0086;1850-9959;Red de Universidades Nacionales con Carreras de Informática (RedUNCI), Facultad de Informática, Universidad Nacional de La Plata;true;https://www.caicyt-conicet.gov.ar/sitio/revista-iberoamericana-de-tecnologia-en-educacion-y-educacion-en-tecnologia/;true;https://doaj.org/toc/1850-9959;true;https://www.latindex.org/latindex/ficha/19777;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-9959&lng=es&nrm=iso;false;null;false;null;false;null
